,date,convenience_store,store,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
3815,2014-05-08,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200.0,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21598,Ten High,6,1750,9.24,13.86,6,83.16
3816,2014-09-25,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200.0,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21598,Ten High,6,1750,8.74,13.36,6,80.16
3817,2014-10-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200.0,STRAIGHT BOURBON WHISKIES,85,Brown-Forman Corporation,22228,Woodford Reserve Double Oaked,6,750,28.28,42.42,6,254.52
3818,2014-09-18,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.94,6,107.64
3819,2014-02-13,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26906,Jack Daniels Single Barrel Why.,6,750,26.59,39.89,1,39.89
3820,2014-04-10,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26906,Jack Daniels Single Barrel Why.,6,750,27.09,40.64,1,40.64
3821,2015-02-05,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,125,"Cedar Ridge Vineyards,LLC",27014,Cedar Ridge Malted Rye,6,750,19.67,29.51,6,177.06
3822,2014-11-20,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,125,Cedar Ridge VineyardsLLC,27014,Cedar Ridge Malted Rye,6,750,19.67,29.51,6,177.06
3823,2014-10-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,65,Jim Beam Brands,27048,Knob Creek Rye,6,750,20.99,31.49,6,188.94
3824,2015-02-26,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,12,325.68
3825,2015-02-05,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,12,325.68
3826,2014-03-20,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,6,162.84
3827,2014-03-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,12,325.68
3828,2014-10-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,12,325.68
3829,2014-07-24,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,6,162.84
3830,2014-02-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,6,162.84
3831,2014-01-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,12,325.68
3832,2014-11-25,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011250.0,SINGLE BARREL BOURBON WHISKIES,125,Cedar Ridge VineyardsLLC,27369,Cedar Ridge Cask Finished Bourbon,6,750,20.67,31.01,6,186.06
3833,2014-12-04,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100.0,BLENDED WHISKIES,125,"Cedar Ridge Vineyards,LLC",27464,Cedar Ridge Wheat Whiskey,6,750,17.77,26.66,6,159.96
3834,2014-09-04,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210.0,SINGLE MALT SCOTCH,125,Cedar Ridge VineyardsLLC,27476,Cedar Ridge Single Malt Whiskey,6,750,25.0,37.5,6,225.0
3835,2014-07-31,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1041100.0,AMERICAN DRY GINS,259,Heaven Hill Distilleries Inc.,29568,Burnett's Gin London Dry,6,1750,10.3,15.45,6,92.7
3836,2014-02-27,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1041100.0,AMERICAN DRY GINS,259,Heaven Hill Distilleries Inc.,29568,Burnett's Gin London Dry,6,1750,10.3,15.45,6,92.7
3837,2014-06-19,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1041100.0,AMERICAN DRY GINS,259,Heaven Hill Distilleries Inc.,29568,Burnett's Gin London Dry,6,1750,10.3,15.45,6,92.7
3838,2014-01-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1041100.0,AMERICAN DRY GINS,125,Cedar Ridge VineyardsLLC,29812,Clearheart Gin,6,750,12.3,18.45,6,110.7
3839,2014-01-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1041100.0,AMERICAN DRY GINS,125,Cedar Ridge VineyardsLLC,29812,Clearheart Gin,6,750,12.3,18.45,6,110.7
3840,2014-05-01,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1041100.0,AMERICAN DRY GINS,55,Sazerac North America,30058,Fleischmann's Gin,6,1750,8.86,13.54,6,81.24
3841,2015-01-15,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200.0,IMPORTED VODKA - MISC,420,"Moet Hennessy USA, Inc.",33692,Belvedere Mango Passion,6,750,17.15,25.73,6,154.38
3842,2014-04-03,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,255,Wilson Daniels Ltd.,34122,Crystal Head Vodka,6,750,26.0,39.0,6,234.0
3843,2014-11-13,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,420,Moet Hennessy USA Inc.,34155,Belvedere Vodka,6,750,17.15,25.73,6,154.38
3844,2014-03-27,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
3845,2014-05-22,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,6,198.0
3846,2014-09-04,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,6,198.0
3847,2014-08-28,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,12,396.0
3848,2014-04-17,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,6,198.0
3849,2014-02-13,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,12,391.92
3850,2014-04-10,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,12,396.0
3851,2014-02-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,12,391.92
3852,2014-01-23,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
3853,2014-01-09,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080.0,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,12,391.92
3854,2014-05-15,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28
3855,2014-01-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200.0,FLAVORED VODKA,394,Black Rock Spirits,35527,Bakon Vodka,6,750,15.0,22.5,6,135.0
3856,2014-11-20,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,125,Cedar Ridge VineyardsLLC,35586,Clearheart Vodka,6,750,12.3,18.45,6,110.7
3857,2014-03-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,125,Cedar Ridge VineyardsLLC,35586,Clearheart Vodka,6,750,12.3,18.45,6,110.7
3858,2014-10-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,125,Cedar Ridge VineyardsLLC,35586,Clearheart Vodka,6,750,12.3,18.45,6,110.7
3859,2014-05-15,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
3860,2014-11-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8
3861,2014-07-24,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,18,194.4
3862,2014-10-23,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8
3863,2014-10-02,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8
3864,2014-04-10,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
3865,2014-03-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,305,MHW Ltd,36006,Fuzzy's Ultra Premium Vodka,6,750,15.17,22.75,6,136.5
3866,2014-07-17,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,305,MHW Ltd,36006,Fuzzy's Ultra Premium Vodka,6,750,15.17,22.76,6,136.56
3867,2014-09-04,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,434,Luxco-St Louis,36668,Korski Vodka,6,1750,7.04,10.56,6,63.36
3868,2014-03-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,434,Luxco-St Louis,36668,Korski Vodka,6,1750,7.04,10.56,6,63.36
3869,2014-05-01,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,434,Luxco-St Louis,36668,Korski Vodka,6,1750,7.04,10.56,6,63.36
3870,2014-01-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,306,Mississippi River Distilling Co.,37642,River Pilot Vodka,6,750,12.81,19.21,6,115.26
3871,2014-10-09,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080.0,80 PROOF VODKA,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,14.75,22.13,6,132.78
3872,2015-02-26,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200.0,FLAVORED VODKA,380,Phillips Beverage Company,41857,Uv Cherry Red Vodka Mini,6,500,4.89,7.34,1,7.34
3873,2015-01-15,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200.0,FLAVORED VODKA,380,Phillips Beverage Company,41857,Uv Cherry Red Vodka Mini,6,500,4.89,7.34,1,7.34
3874,2014-08-21,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200.0,FLAVORED VODKA,380,Phillips Beverage Company,41857,Uv Cherry Red Vodka Mini,6,500,4.89,7.34,1,7.34
3875,2014-08-21,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200.0,FLAVORED VODKA,380,Phillips Beverage Company,42002,Uv Cake Vodka,6,500,4.89,7.34,1,7.34
3876,2014-10-23,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43128,Bacardi Superior Rum,6,1750,15.0,22.5,6,135.0
3877,2015-01-29,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.84,11.76,6,70.56
3878,2014-04-24,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.84,11.76,6,70.56
3879,2015-01-08,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,125,"Cedar Ridge Vineyards,LLC",46112,Cedar Ridge Dark Rum,6,750,17.5,26.25,6,157.5
3880,2014-11-13,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1051010.0,AMERICAN GRAPE BRANDIES,125,Cedar Ridge VineyardsLLC,52216,Cedar Ridge Brandy,6,750,18.75,28.13,6,168.78
3881,2014-01-30,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1051010.0,AMERICAN GRAPE BRANDIES,125,Cedar Ridge VineyardsLLC,52216,Cedar Ridge Brandy,6,750,18.75,28.13,6,168.78
3882,2015-02-05,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1051150.0,MISCELLANEOUS BRANDIES,125,"Cedar Ridge Vineyards,LLC",53629,Cedar Ridge Apple Brandy,6,750,18.75,28.13,6,168.78
3883,2014-11-13,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1051150.0,MISCELLANEOUS BRANDIES,125,Cedar Ridge VineyardsLLC,53629,Cedar Ridge Apple Brandy,6,750,18.75,28.13,6,168.78
3884,2015-01-29,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,64356,Barenjager Imp Honey Liqueur,6,750,14.92,22.38,6,134.28
3885,2014-01-09,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,64356,Barenjager Imp Honey Liqueur,6,750,14.92,22.38,6,134.28
3886,2014-09-25,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,55,Sazerac North America,64601,Caravella Limoncello,6,750,11.25,16.88,2,33.76
3887,2014-01-16,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,55,Sazerac North America,64601,Caravella Limoncello,6,750,11.25,16.87,2,33.74
3888,2014-05-15,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,259,Heaven Hill Distilleries Inc.,65195,Hpnotiq,6,750,9.83,14.74,6,88.44
3889,2014-08-28,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,259,Heaven Hill Distilleries Inc.,65195,Hpnotiq,6,750,9.83,14.75,6,88.5
3890,2014-06-12,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,461,Campari(skyy),67192,X Rated Fusion Liqueur,6,750,14.66,21.99,6,131.94
3891,2014-08-14,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081030.0,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,2,74.98
3892,2014-03-27,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,10,A Hardy / U.S.A. Ltd.,73053,Rumchata,6,1000,16.34,24.51,24,588.24
3893,2014-09-04,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,6,147.06
3894,2014-05-15,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,12,294.12
3895,2015-01-08,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,18,441.18
3896,2014-03-06,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,10,A Hardy / U.S.A. Ltd.,73053,Rumchata,6,1000,16.34,24.51,12,294.12
3897,2014-07-24,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,16.34,24.51,12,294.12
3898,2014-02-13,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,10,A Hardy / U.S.A. Ltd.,73053,Rumchata,6,1000,16.34,24.51,18,441.18
3899,2014-01-23,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081200.0,CREAM LIQUEURS,10,A Hardy / U.S.A. Ltd.,73053,Rumchata,6,1000,16.34,24.51,12,294.12
3900,2014-06-05,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,125,Cedar Ridge VineyardsLLC,74772,Howdys Apple Pie,6,750,8.89,13.33,6,79.98
3901,2015-02-05,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081700.0,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76032,Midnight Moon Original,6,750,11.5,17.25,2,34.5
3902,2014-02-20,,2106,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,259,Heaven Hill Distilleries Inc.,76478,Pama Pomegranate Liqueur,6,750,9.83,14.74,18,265.32
